place,type_of_meteorite,subgroup_of_meteorite,group_of_meteorite,mass_g,fell_found01,fell_found,year,longitude,latitude
Hughes 001,LL6,Chondrite,Stony,379,1,Found,1990,129.5,-30.45
EET 83204,LL6,Chondrite,Stony,376.6,1,Found,1983,157.18,-76.29306
N???_s,LL6,Chondrite,Stony,375,1,Found,1907,12.21667,59.18333
MET 00475,LL6,Chondrite,Stony,367.8,1,Found,2000,155.75,-79.68333
MIL 99308,LL6,Chondrite,Stony,352.7,1,Found,1999,157,-83.25
HaH 275,LL6,Chondrite,Stony,342,1,Found,2000,12.85683,28.463
Dho 709,LL6,Chondrite,Stony,336,1,Found,2001,54.135,18.385
MET 01036,LL6,Chondrite,Stony,329.3,1,Found,2001,159.75,-79.68333
MET 01049,LL6,Chondrite,Stony,321.8,1,Found,2001,159.75,-79.68333
MET 00479,LL6,Chondrite,Stony,315,1,Found,2000,155.75,-79.68333
MET 00515,LL6,Chondrite,Stony,304.8,1,Found,2000,155.75,-79.68333
Chicora,LL6,Chondrite,Stony,303,0,Fell,1938,-79.73333,40.93333
Dho 1711,LL6,Chondrite,Stony,295,1,Found,2010,54.69992,18.65073
HaH 247,LL6,Chondrite,Stony,288.46,1,Found,1997,13.4835,28.8525
Shalim 001,LL6,Chondrite,Stony,286,1,Found,2000,55.11,18.185
HaH 271,LL6,Chondrite,Stony,277,1,Found,2000,12.88667,28.43783
Acfer 269,LL6,Chondrite,Stony,276,1,Found,1991,3.86556,27.51472
ALH 90401,LL6,Chondrite,Stony,274.1,1,Found,1990,159.19525,-76.72511
EMDL 004,LL6,Chondrite,Stony,271,1,Found,2011,-117.59892,34.65783
MET 00473,LL6,Chondrite,Stony,270,1,Found,2000,155.75,-79.68333
HaH 272,LL6,Chondrite,Stony,268,1,Found,2000,12.867,28.4545
LEW 97203,LL6,Chondrite,Stony,267.1,1,Found,1997,161.5,-84.26667
MET 00453,LL6,Chondrite,Stony,265.6,1,Found,2000,155.75,-79.68333
Athens,LL6,Chondrite,Stony,265,0,Fell,1933,-87,34.75
HaH 256,LL6,Chondrite,Stony,264.8,1,Found,1998,13.08317,28.94967
RKPA80235,LL6,Chondrite,Stony,261.2,1,Found,1980,158.4182,-76.219
SaU 107,LL6,Chondrite,Stony,258,1,Found,2001,57.255,20.92667
MET 00518,LL6,Chondrite,Stony,247.8,1,Found,2000,155.75,-79.68333
A-880747,LL6,Chondrite,Stony,246.41,1,Found,1988,26,-72
HaH 276,LL6,Chondrite,Stony,246,1,Found,2000,12.88467,28.4415
PCA 02069,LL6,Chondrite,Stony,244.2,1,Found,2002,-68.7,-85.63333
Acfer 264,LL6,Chondrite,Stony,243,1,Found,1991,4.30639,27.69472
Y-792796,LL6,Chondrite,Stony,241.93,1,Found,1979,35.66667,-71.5
MET 01010,LL6,Chondrite,Stony,239.5,1,Found,2001,159.75,-79.68333
Acfer 372,LL6,Chondrite,Stony,238,1,Found,2002,3.887,26.61167
Maroo,LL6,Chondrite,Stony,236,1,Found,1991,142.95,-25.73333
DaG 026,LL6,Chondrite,Stony,236,1,Found,1995,16.0015,27.11417
HaH 263,LL6,Chondrite,Stony,233,1,Found,2000,12.8735,28.45183
DaG 1034,LL6,Chondrite,Stony,232,1,Found,1999,15.9505,27.66733
LAP 02232,LL6,Chondrite,Stony,230.9,1,Found,2002,-70,-86.36667
MET 01043,LL6,Chondrite,Stony,227.6,1,Found,2001,159.75,-79.68333
MET 00485,LL6,Chondrite,Stony,221.9,1,Found,2000,155.75,-79.68333
MET 00497,LL6,Chondrite,Stony,221.6,1,Found,2000,155.75,-79.68333
DaG 990,LL6,Chondrite,Stony,219,1,Found,2002,16.33617,27.113
LAP 02230,LL6,Chondrite,Stony,218.7,1,Found,2002,-70,-86.36667
Acfer 295,LL6,Chondrite,Stony,217,1,Found,1992,3.91556,27.48333
A-881869,LL6,Chondrite,Stony,216.37,1,Found,1988,26,-72
ALH 83070,LL6,Chondrite,Stony,215.7,1,Found,1983,158.13059,-76.82202
Jabal Akakus,LL6,Chondrite,Stony,215,1,Found,1997,10.83333,25
Y-74663,LL6,Chondrite,Stony,213.9,1,Found,1974,35.66667,-71.5
DaG 001,LL6,Chondrite,Stony,213,1,Found,1995,16.0745,27.11767
MET 00519,LL6,Chondrite,Stony,210.8,1,Found,2000,155.75,-79.68333
DaG 252,LL6,Chondrite,Stony,206,1,Found,1997,16.35517,27.1145
HaH 265,LL6,Chondrite,Stony,203,1,Found,2000,12.88533,28.43917
Acfer 293,LL6,Chondrite,Stony,198,1,Found,1992,4.19056,27.66583
MAC 87318,LL6,Chondrite,Stony,196.9,1,Found,1987,160.5,-84.21667
PCA 91439,LL6,Chondrite,Stony,194.5,1,Found,1991,-68.2347,-85.68217
DaG 765,LL6,Chondrite,Stony,194,1,Found,1999,16.566,26.94167
MET 00531,LL6,Chondrite,Stony,193.91,1,Found,2000,155.75,-79.68333
DaG 046,LL6,Chondrite,Stony,192,1,Found,1995,16.10617,27.15267
HaH 278,LL6,Chondrite,Stony,191,1,Found,2000,12.86833,28.45667
Dho 1431,LL6,Chondrite,Stony,189,1,Found,2006,54.21806,18.58833
SaU 420,LL6,Chondrite,Stony,188.8,1,Found,2005,56.88685,20.92243
EET 96049,LL6,Chondrite,Stony,188.3,1,Found,1996,157.16667,-76.18333
HaH 127,LL6,Chondrite,Stony,186,1,Found,1995,12.8575,28.48433
HaH 102,LL6,Chondrite,Stony,184,1,Found,1995,13.16,28.61467
DaG 449,LL6,Chondrite,Stony,184,1,Found,1998,16.05367,27.42683
RaS 370,LL6,Chondrite,Stony,182.42,1,Found,2010,55.82513,20.50627
LEW 97206,LL6,Chondrite,Stony,182.4,1,Found,1997,161.5,-84.26667
HaH 264,LL6,Chondrite,Stony,182,1,Found,2000,12.88517,28.582
DaG 434,LL6,Chondrite,Stony,181,1,Found,1998,16.408,27.24083
MET 00509,LL6,Chondrite,Stony,180.89,1,Found,2000,155.75,-79.68333
Oberon Bay,LL6,Chondrite,Stony,179,1,Found,1962,146.35,-39.06667
DaG 266,LL6,Chondrite,Stony,178,1,Found,1997,16.374,27.10633
Y-790785,LL6,Chondrite,Stony,177.83,1,Found,1979,35.66667,-71.5
MET 00482,LL6,Chondrite,Stony,175.28,1,Found,2000,155.75,-79.68333
HaH 268,LL6,Chondrite,Stony,174,1,Found,2000,12.8705,28.45717
Dho 1127,LL6,Chondrite,Stony,173,1,Found,2005,54.908417,19.200667
DaG 185,LL6,Chondrite,Stony,172,1,Found,1996,16.0945,27.1485
Y-792797,LL6,Chondrite,Stony,171.62,1,Found,1979,35.66667,-71.5
Acfer 131,LL6,Chondrite,Stony,171,1,Found,1990,3.96667,27.58333
SJ 058,LL6,Chondrite,Stony,171,1,Found,2010,-69.8815,-25.44933
DaG 492,LL6,Chondrite,Stony,170,1,Found,1997,16.12683,27.15133
GRO 95556,LL6,Chondrite,Stony,169.8,1,Found,1995,175,-85.66667
DaG 039,LL6,Chondrite,Stony,167,1,Found,1995,16.35667,27.11067
MET 01256,LL6,Chondrite,Stony,167,1,Found,2001,159.75,-79.68333
Y-790406,LL6,Chondrite,Stony,165.71,1,Found,1979,35.66667,-71.5
PCA 91416,LL6,Chondrite,Stony,165,1,Found,1991,-68.51262,-85.70188
HaH 269,LL6,Chondrite,Stony,162,1,Found,2000,12.86767,28.45383
A-87136,LL6,Chondrite,Stony,156.82,1,Found,1987,26,-72
Dho 985,LL6,Chondrite,Stony,153.9,1,Found,2004,54.92317,19.22478
MET 00503,LL6,Chondrite,Stony,152.12,1,Found,2000,155.75,-79.68333
ALHA78153,LL6,Chondrite,Stony,151.7,1,Found,1978,159.66667,-76.71667
MET 01035,LL6,Chondrite,Stony,151.6,1,Found,2001,159.75,-79.68333
Daraj 131,LL6,Chondrite,Stony,151,1,Found,1986,11.90722,29.30444
EET 83273,LL6,Chondrite,Stony,146.6,1,Found,1983,157.19083,-76.30694
Dho 516,LL6,Chondrite,Stony,145,1,Found,2000,54.46667,18.875
HaH 284,LL6,Chondrite,Stony,140,1,Found,2000,12.88167,28.44067
A-881800,LL6,Chondrite,Stony,138.69,1,Found,1988,26,-72
RKP 86704,LL6,Chondrite,Stony,137.9,1,Found,1986,158.67634,-76.2372
LAP 02334,LL6,Chondrite,Stony,135.09,1,Found,2002,-70,-86.36667
ALH 84107,LL6,Chondrite,Stony,134.1,1,Found,1984,157.14714,-77.04441
DaG 177,LL6,Chondrite,Stony,133,1,Found,1996,16.12933,27.127
HaH 273,LL6,Chondrite,Stony,133,1,Found,2000,12.86933,28.45917
Dho 648,LL6,Chondrite,Stony,133,1,Found,2001,54.64198,19.18947
JaH 643,LL6,Chondrite,Stony,132.81,1,Found,2010,56.69978,19.60592
Dho 126,LL6,Chondrite,Stony,132,1,Found,2000,54.83783,19.14367
A-881289,LL6,Chondrite,Stony,131.53,1,Found,1988,26,-72
A-881508,LL6,Chondrite,Stony,129.29,1,Found,1988,26,-72
HaH 279,LL6,Chondrite,Stony,129,1,Found,2000,12.85983,28.46967
MAC 88175,LL6,Chondrite,Stony,128.1,1,Found,1988,160.5,-84.21667
SaU 084,LL6,Chondrite,Stony,128,1,Found,2000,57.26967,21.05183
Dho 232,LL6,Chondrite,Stony,128,1,Found,2000,54.105,18.435
MET 01044,LL6,Chondrite,Stony,127.9,1,Found,2001,159.75,-79.68333
ALH 85129,LL6,Chondrite,Stony,127.4,1,Found,1985,156.75363,-76.90519
Acfer 174,LL6,Chondrite,Stony,127,1,Found,1990,3.86667,27.48333
A-882103,LL6,Chondrite,Stony,126.01,1,Found,1988,26,-72
A-881740,LL6,Chondrite,Stony,124.95,1,Found,1988,26,-72
WSG 95308,LL6,Chondrite,Stony,123.2,1,Found,1995,-165.43333,-86.45
Acfer 030,LL6,Chondrite,Stony,123,1,Found,1989,4.41667,27.68333
EET 90452,LL6,Chondrite,Stony,122.1,1,Found,1990,156.45731,-76.29422
HaH 283,LL6,Chondrite,Stony,121,1,Found,2000,12.86967,28.455
MAC 87317,LL6,Chondrite,Stony,120.5,1,Found,1987,160.5,-84.21667
Tnz 033,LL6,Chondrite,Stony,120,1,Found,1991,-0.03639,25.39222
Shi??????r 174,LL6,Chondrite,Stony,120,1,Found,2010,53.99125,18.54362
DaG 563,LL6,Chondrite,Stony,119.38,1,Found,1997,16.14117,27.30017
DaG 944,LL6,Chondrite,Stony,119.27,1,Found,2000,16.19717,27.19667
DaG 265,LL6,Chondrite,Stony,119,1,Found,1997,16.38867,27.10383
EET 83380,LL6,Chondrite,Stony,118.5,1,Found,1983,157.18028,-76.29278
RaS 267,LL6,Chondrite,Stony,117.1,1,Found,2008,56.15087,20.5971
MET 00571,LL6,Chondrite,Stony,114.33,1,Found,2000,155.75,-79.68333
MET 00617,LL6,Chondrite,Stony,114.01,1,Found,2000,155.75,-79.68333
PCA 02077,LL6,Chondrite,Stony,113.92,1,Found,2002,-68.7,-85.63333
EET 83401,LL6,Chondrite,Stony,111.7,1,Found,1983,157.18389,-76.30694
Hughes 023,LL6,Chondrite,Stony,111,1,Found,1991,129.10283,-30.085
DaG 793,LL6,Chondrite,Stony,109,1,Found,2000,16.1465,27.46367
DaG 247,LL6,Chondrite,Stony,107,1,Found,1997,16.2,27.2035
PCA 02026,LL6,Chondrite,Stony,106.79,1,Found,2002,-68.7,-85.63333
MET 00491,LL6,Chondrite,Stony,106.57,1,Found,2000,155.75,-79.68333
A-882066,LL6,Chondrite,Stony,104.54,1,Found,1988,26,-72
MET 00550,LL6,Chondrite,Stony,104.52,1,Found,2000,155.75,-79.68333
SJ 008,LL6,Chondrite,Stony,103.78,1,Found,2007,-69.851833,-25.4485
MET 00540,LL6,Chondrite,Stony,103.18,1,Found,2000,155.75,-79.68333
Dho 777,LL6,Chondrite,Stony,102,1,Found,2000,54.7564,18.84122
NWA 542,LL6,Chondrite,Stony,102,1,Found,2000,-5.18333,31.1
MET 00501,LL6,Chondrite,Stony,101.46,1,Found,2000,155.75,-79.68333
PCA 91389,LL6,Chondrite,Stony,101,1,Found,1991,-68.7,-85.63333
Reid 026,LL6,Chondrite,Stony,100.6,1,Found,1991,128.63528,-30.24833
MET 00581,LL6,Chondrite,Stony,100.21,1,Found,2000,155.75,-79.68333
MET 00594,LL6,Chondrite,Stony,99.51,1,Found,2000,155.75,-79.68333
MET 00616,LL6,Chondrite,Stony,97.51,1,Found,2000,155.75,-79.68333
ALH 84123,LL6,Chondrite,Stony,96.6,1,Found,1984,158.83348,-76.74281
MAC 02539,LL6,Chondrite,Stony,96.6,1,Found,2002,160.5,-84.21667
QUE 99786,LL6,Chondrite,Stony,96.4,1,Found,1999,168,-84
HaH 191,LL6,Chondrite,Stony,95,1,Found,1996,13.40667,28.6435
MET 00597,LL6,Chondrite,Stony,94.84,1,Found,2000,155.75,-79.68333
EET 82608,LL6,Chondrite,Stony,94.5,1,Found,1982,157.16667,-76.18333
PCA 91448,LL6,Chondrite,Stony,92.7,1,Found,1991,-68.17227,-85.65807
PCA 91453,LL6,Chondrite,Stony,91.8,1,Found,1991,-68.16706,-85.65917
EET 83391,LL6,Chondrite,Stony,90.7,1,Found,1983,157.26805,-76.29667
MET 00590,LL6,Chondrite,Stony,90.02,1,Found,2000,155.75,-79.68333
DaG 162,LL6,Chondrite,Stony,89,1,Found,1996,16.5215,27.03083
LAP 02378,LL6,Chondrite,Stony,88.69,1,Found,2002,-70,-86.36667
Y-790982,LL6,Chondrite,Stony,88.56,1,Found,1979,35.66667,-71.5
ALH 84154,LL6,Chondrite,Stony,87.6,1,Found,1984,156.71998,-76.90682
QUE 99458,LL6,Chondrite,Stony,87.2,1,Found,1999,168,-84
QUE 94247,LL6,Chondrite,Stony,86.1,1,Found,1994,168,-84
LAP 02379,LL6,Chondrite,Stony,85.51,1,Found,2002,-70,-86.36667
PCA 91240,LL6,Chondrite,Stony,83.9,1,Found,1991,-68.10003,-85.65939
ALH 85079,LL6,Chondrite,Stony,83.1,1,Found,1985,156.55717,-76.91622
EET 92053,LL6,Chondrite,Stony,81.7,1,Found,1992,155.65975,-76.01319
ALH 84122,LL6,Chondrite,Stony,81.4,1,Found,1984,159.30823,-76.67555
CyDL 235,LL6,Chondrite,Stony,81.4,1,Found,2004,-116.73377,35.05628
Acfer 236,LL6,Chondrite,Stony,81,1,Found,1991,3.89111,27.51056
LEW 87279,LL6,Chondrite,Stony,80,1,Found,1987,161.29181,-84.36195
MET 01185,LL6,Chondrite,Stony,79.3,1,Found,2001,159.75,-79.68333
Y-86722,LL6,Chondrite,Stony,79.04,1,Found,1986,35.66667,-71.5
MET 00600,LL6,Chondrite,Stony,78.48,1,Found,2000,155.75,-79.68333
DaG 496,LL6,Chondrite,Stony,78,1,Found,1997,16.34033,26.96017
Y-790786,LL6,Chondrite,Stony,77.27,1,Found,1979,35.66667,-71.5
ALHA78063,LL6,Chondrite,Stony,76.7,1,Found,1978,159.66667,-76.71667
ALH 84125,LL6,Chondrite,Stony,76.4,1,Found,1984,158.8256,-76.73658
Dho 914,LL6,Chondrite,Stony,76,1,Found,2003,54.41667,18.91333
A-881257,LL6,Chondrite,Stony,74.74,1,Found,1988,26,-72
PCA 02021,LL6,Chondrite,Stony,74.57,1,Found,2002,-68.7,-85.63333
PCA 91417,LL6,Chondrite,Stony,74.2,1,Found,1991,-68.91223,-85.69048
A-87179,LL6,Chondrite,Stony,72.77,1,Found,1987,26,-72
QUE 97080,LL6,Chondrite,Stony,73.4,1,Found,1997,168,-84
Y-790456,LL6,Chondrite,Stony,72.65,1,Found,1979,35.66667,-71.5
MET 00599,LL6,Chondrite,Stony,72.18,1,Found,2000,155.75,-79.68333
El M??dano 095,LL6,Chondrite,Stony,72,1,Found,2011,-70.53333,-24.85
MET 00573,LL6,Chondrite,Stony,70.96,1,Found,2000,155.75,-79.68333
HaH 274,LL6,Chondrite,Stony,69.8,1,Found,2000,12.87067,28.4595
MET 00967,LL6,Chondrite,Stony,69.7,1,Found,2000,159.75,-79.68333
MET 00508,LL6,Chondrite,Stony,68.59,1,Found,2000,155.75,-79.68333
MET 00547,LL6,Chondrite,Stony,68.5,1,Found,2000,159.75,-79.68333
MET 00942,LL6,Chondrite,Stony,68.3,1,Found,2000,159.75,-79.68333
Bloomington,LL6,Chondrite,Stony,67.8,0,Fell,1938,-89.00417,40.48
MET 00603,LL6,Chondrite,Stony,67.68,1,Found,2000,155.75,-79.68333
MET 001050,LL6,Chondrite,Stony,67.6,1,Found,2000,159.75,-79.68333
A-881292,LL6,Chondrite,Stony,67.53,1,Found,1988,26,-72
PCA 02023,LL6,Chondrite,Stony,67.11,1,Found,2002,-68.7,-85.63333
Y-74048,LL6,Chondrite,Stony,67.1,1,Found,1974,36.29167,-71.80417
MET 00815,LL6,Chondrite,Stony,67.1,1,Found,2000,159.75,-79.68333
El M??dano 073,LL6,Chondrite,Stony,67,1,Found,2011,-70.53333,-24.85
MET 00595,LL6,Chondrite,Stony,66.53,1,Found,2000,155.75,-79.68333
EET 83359,LL6,Chondrite,Stony,66.2,1,Found,1983,157.19944,-76.32806
MET 00609,LL6,Chondrite,Stony,65.81,1,Found,2000,155.75,-79.68333
RKP 92426,LL6,Chondrite,Stony,65.8,1,Found,1992,158.22577,-76.23897
MET 01169,LL6,Chondrite,Stony,65.7,1,Found,2001,159.75,-79.68333
EET 83341,LL6,Chondrite,Stony,65,1,Found,1983,157.32361,-76.29667
ALHA81185,LL6,Chondrite,Stony,64.9,1,Found,1981,158.74467,-76.7147
QUE 99462,LL6,Chondrite,Stony,62.6,1,Found,1999,168,-84
MET 00596,LL6,Chondrite,Stony,62.27,1,Found,2000,155.75,-79.68333
LEW 97200,LL6,Chondrite,Stony,61.7,1,Found,1997,161.5,-84.26667
Dho 1036,LL6,Chondrite,Stony,61.5,1,Found,2003,54.7916,19.33615
RaS 371,LL6,Chondrite,Stony,61.03,1,Found,2010,55.8291,20.50422
El M??dano 103,LL6,Chondrite,Stony,61,1,Found,2011,-70.53333,-24.85
MET 00794,LL6,Chondrite,Stony,60.88,1,Found,2000,155.75,-79.68333
MET 00523,LL6,Chondrite,Stony,60.78,1,Found,2000,155.75,-79.68333
QUE 93168,LL6,Chondrite,Stony,60.2,1,Found,1993,162.5674,-84.57587
EET 92054,LL6,Chondrite,Stony,59.3,1,Found,1992,156.09365,-76.07368
MET 00551,LL6,Chondrite,Stony,58.63,1,Found,2000,155.75,-79.68333
MET 00601,LL6,Chondrite,Stony,58.56,1,Found,2000,155.75,-79.68333
QUE 94245,LL6,Chondrite,Stony,57.2,1,Found,1994,168,-84
GRO 95647,LL6,Chondrite,Stony,57.1,1,Found,1995,175,-85.66667
A-880850,LL6,Chondrite,Stony,56.75,1,Found,1988,26,-72
ALH 84116,LL6,Chondrite,Stony,56.2,1,Found,1984,158.38274,-76.82442
Y-793482,LL6,Chondrite,Stony,56.09,1,Found,1979,35.66667,-71.5
MET 00647,LL6,Chondrite,Stony,55.93,1,Found,2000,155.75,-79.68333
EET 90031,LL6,Chondrite,Stony,55.8,1,Found,1990,156.4135,-76.27845
MET 00644,LL6,Chondrite,Stony,55.1,1,Found,2000,155.75,-79.68333
El M??dano 006,LL6,Chondrite,Stony,55,1,Found,2010,-70.53333,-24.85
LEW 86057,LL6,Chondrite,Stony,54.7,1,Found,1986,161.3654,-84.25163
A-881001,LL6,Chondrite,Stony,54.24,1,Found,1988,26,-72
MAC 02460,LL6,Chondrite,Stony,54.2,1,Found,2002,160.5,-84.21667
EET 90386,LL6,Chondrite,Stony,54,1,Found,1990,156.37311,-76.27709
Dho 1056,LL6,Chondrite,Stony,54,1,Found,2000,54.75247,18.74713
MET 00995,LL6,Chondrite,Stony,53.7,1,Found,2000,159.75,-79.68333
QUE 97942,LL6,Chondrite,Stony,52.9,1,Found,1997,168,-84
A-881849,LL6,Chondrite,Stony,52.54,1,Found,1988,26,-72
RaS 373,LL6,Chondrite,Stony,52.29,1,Found,2010,55.82712,20.50797
ALH 87906,LL6,Chondrite,Stony,51.6,1,Found,1987,159.66667,-76.71667
MET 00959,LL6,Chondrite,Stony,51.4,1,Found,2000,159.75,-79.68333
A-881728,LL6,Chondrite,Stony,50.08,1,Found,1988,26,-72
A-880825,LL6,Chondrite,Stony,49.9,1,Found,1988,26,-72
MET 00557,LL6,Chondrite,Stony,49.45,1,Found,2000,155.75,-79.68333
SaU 177,LL6,Chondrite,Stony,48,1,Found,2001,57.325,20.995
MET 00954,LL6,Chondrite,Stony,47.9,1,Found,2000,159.75,-79.68333
MET 00642,LL6,Chondrite,Stony,47.82,1,Found,2000,155.75,-79.68333
MET 00674,LL6,Chondrite,Stony,46.63,1,Found,2000,155.75,-79.68333
HaH 041,LL6,Chondrite,Stony,46,1,Found,1990,12.08333,29.16667
EET 96279,LL6,Chondrite,Stony,45.3,1,Found,1996,157.16667,-76.18333
MET 01095,LL6,Chondrite,Stony,45,1,Found,2001,159.75,-79.68333
MET 00741,LL6,Chondrite,Stony,44.84,1,Found,2000,155.75,-79.68333
MET 00851,LL6,Chondrite,Stony,44.8,1,Found,2000,159.75,-79.68333
MET 00969,LL6,Chondrite,Stony,44.8,1,Found,2000,159.75,-79.68333
A-880845,LL6,Chondrite,Stony,44.71,1,Found,1988,26,-72
MET 00797,LL6,Chondrite,Stony,44.57,1,Found,2000,155.75,-79.68333
Y-790789,LL6,Chondrite,Stony,44.01,1,Found,1979,35.66667,-71.5
LEW 87123,LL6,Chondrite,Stony,43.9,1,Found,1987,161.40979,-84.25356
Silurian Dry Lake,LL6,Chondrite,Stony,43.8,1,Found,2000,-116.17607,35.51752
MET 01167,LL6,Chondrite,Stony,43.3,1,Found,2001,159.75,-79.68333
A-880892,LL6,Chondrite,Stony,36.89,1,Found,1988,26,-72
MET 01278,LL6,Chondrite,Stony,43,1,Found,2001,159.75,-79.68333
Y-790790,LL6,Chondrite,Stony,42.75,1,Found,1979,35.66667,-71.5
MET 00990,LL6,Chondrite,Stony,42.6,1,Found,2000,159.75,-79.68333
QUE 94431,LL6,Chondrite,Stony,41.5,1,Found,1994,168,-84
Y-790788,LL6,Chondrite,Stony,41.37,1,Found,1979,35.66667,-71.5
PCA 02056,LL6,Chondrite,Stony,40.79,1,Found,2002,-68.7,-85.63333
MET 00883,LL6,Chondrite,Stony,40.61,1,Found,2000,155.75,-79.68333
EET 96090,LL6,Chondrite,Stony,40,1,Found,1996,157.16667,-76.18333
Y-791417,LL6,Chondrite,Stony,39.68,1,Found,1979,35.66667,-71.5
QUE 94524,LL6,Chondrite,Stony,39.1,1,Found,1994,168,-84
MET 00907,LL6,Chondrite,Stony,39,1,Found,2000,155.75,-79.68333
Y-790942,LL6,Chondrite,Stony,38.61,1,Found,1979,35.66667,-71.5
MET 00986,LL6,Chondrite,Stony,38.6,1,Found,2000,159.75,-79.68333
MET 001115,LL6,Chondrite,Stony,38.6,1,Found,2000,159.75,-79.68333
MET 00807,LL6,Chondrite,Stony,38.57,1,Found,2000,155.75,-79.68333
MET 00651,LL6,Chondrite,Stony,38.48,1,Found,2000,155.75,-79.68333
LEW 87181,LL6,Chondrite,Stony,38.3,1,Found,1987,161.08333,-84.28333
Dho 248,LL6,Chondrite,Stony,38.3,1,Found,2001,54.60067,18.98583
MET 00826,LL6,Chondrite,Stony,38.11,1,Found,2000,155.75,-79.68333
MET 001058,LL6,Chondrite,Stony,37.4,1,Found,2000,159.75,-79.68333
MET 00801,LL6,Chondrite,Stony,37.23,1,Found,2000,155.75,-79.68333
A-881687,LL6,Chondrite,Stony,37.12,1,Found,1988,26,-72
EET 90247,LL6,Chondrite,Stony,37.1,1,Found,1990,156.46238,-76.29541
EET 96137,LL6,Chondrite,Stony,37,1,Found,1996,157.16667,-76.18333
QUE 94439,LL6,Chondrite,Stony,36.9,1,Found,1994,168,-84
MET 00719,LL6,Chondrite,Stony,36.9,1,Found,2000,159.75,-79.68333
MET 96530,LL6,Chondrite,Stony,36.6,1,Found,1996,159.75,-79.68333
ALH 85152,LL6,Chondrite,Stony,36.4,1,Found,1985,156.47912,-76.84284
MET 00882,LL6,Chondrite,Stony,36.33,1,Found,2000,155.75,-79.68333
MET 00889,LL6,Chondrite,Stony,36.12,1,Found,2000,155.75,-79.68333
Galim (a),LL6,Chondrite,Stony,36.1,0,Fell,1952,12.43333,7.05
Camel Donga 014,LL6,Chondrite,Stony,36,1,Found,1993,126.88667,-30.12433
MET 00809,LL6,Chondrite,Stony,35.89,1,Found,2000,155.75,-79.68333
Y-790792,LL6,Chondrite,Stony,35.6,1,Found,1979,35.66667,-71.5
EET 83357,LL6,Chondrite,Stony,35.4,1,Found,1983,157.2,-76.27305
MET 001023,LL6,Chondrite,Stony,35.4,1,Found,2000,159.75,-79.68333
A-87190,LL6,Chondrite,Stony,35.24,1,Found,1987,26,-72
MET 00646,LL6,Chondrite,Stony,34.76,1,Found,2000,155.75,-79.68333
MET 001072,LL6,Chondrite,Stony,34.2,1,Found,2000,159.75,-79.68333
MET 00720,LL6,Chondrite,Stony,34.07,1,Found,2000,155.75,-79.68333
ALH 84119,LL6,Chondrite,Stony,33.8,1,Found,1984,156.78514,-76.90169
MET 00949,LL6,Chondrite,Stony,33.6,1,Found,2000,159.75,-79.68333
QUE 99571,LL6,Chondrite,Stony,33.5,1,Found,1999,168,-84
MET 00750,LL6,Chondrite,Stony,32.9,1,Found,2000,155.75,-79.68333
MET 00820,LL6,Chondrite,Stony,32.68,1,Found,2000,155.75,-79.68333
PCA 91124,LL6,Chondrite,Stony,32.3,1,Found,1991,-68.43751,-85.5678
DaG 1043,LL6,Chondrite,Stony,32.1,1,Found,2005,16,27.43333
Acfer 325,LL6,Chondrite,Stony,32,1,Found,1989,3.61667,27.5
MET 00850,LL6,Chondrite,Stony,31.8,1,Found,2000,159.75,-79.68333
EET 96241,LL6,Chondrite,Stony,31.2,1,Found,1996,157.16667,-76.18333
El M??dano 007,LL6,Chondrite,Stony,31,1,Found,2010,-70.53333,-24.85
A-880775,LL6,Chondrite,Stony,30.76,1,Found,1988,26,-72
MET 00808,LL6,Chondrite,Stony,30.69,1,Found,2000,155.75,-79.68333
MET 00643,LL6,Chondrite,Stony,30.68,1,Found,2000,155.75,-79.68333
QUE 99440,LL6,Chondrite,Stony,30.5,1,Found,1999,168,-84
MET 00665,LL6,Chondrite,Stony,30.04,1,Found,2000,155.75,-79.68333
EET 90032,LL6,Chondrite,Stony,30,1,Found,1990,156.41678,-76.27944
Y-790794,LL6,Chondrite,Stony,29.1,1,Found,1979,35.66667,-71.5
LEW 86161,LL6,Chondrite,Stony,29,1,Found,1986,161.43031,-84.25835
QUE 97651,LL6,Chondrite,Stony,29,1,Found,1997,168,-84
El M??dano 110,LL6,Chondrite,Stony,28.8,1,Found,2011,-70.53333,-24.85
Y-790332,LL6,Chondrite,Stony,28.66,1,Found,1979,35.66667,-71.5
QUE 94624,LL6,Chondrite,Stony,28.6,1,Found,1994,168,-84
LEW 86101,LL6,Chondrite,Stony,28.5,1,Found,1986,161.34377,-84.25645
A-881310,LL6,Chondrite,Stony,28.37,1,Found,1988,26,-72
EET 96080,LL6,Chondrite,Stony,28.1,1,Found,1996,157.16667,-76.18333
MET 00723,LL6,Chondrite,Stony,27.56,1,Found,2000,155.75,-79.68333
MET 001057,LL6,Chondrite,Stony,27.5,1,Found,2000,159.75,-79.68333
QUE 94657,LL6,Chondrite,Stony,27.2,1,Found,1994,168,-84
Y-790793,LL6,Chondrite,Stony,27.09,1,Found,1979,35.66667,-71.5
MAC 88106,LL6,Chondrite,Stony,26.7,1,Found,1988,160.5,-84.21667
MET 01138,LL6,Chondrite,Stony,26.3,1,Found,2001,159.75,-79.68333
QUE 94670,LL6,Chondrite,Stony,26.2,1,Found,1994,168,-84
QUE 93274,LL6,Chondrite,Stony,26,1,Found,1993,168,-84
